"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV4107","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","aestuarii"
"ASV4108","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",NA
"ASV4109","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1",NA
"ASV4110","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
"ASV4111","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA
"ASV4112","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus",NA
"ASV4113","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia",NA
"ASV4114","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV4115","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV4116","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002",NA
"ASV4117","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"ASV4118","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerosphaera","taetra"
"ASV4119","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","senegalensis"
"ASV4120","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV4121","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV4122","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus",NA
"ASV4123","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV4124","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,NA
"ASV4125","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"ASV4126","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",NA
"ASV4127","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV4128","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV4129","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV4130","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV4131","Bacteria","Chloroflexi","Chloroflexia",NA,NA,NA,NA
"ASV4132","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincola",NA
"ASV4133","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV4134","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Sinibacillus",NA
"ASV4135","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV4136","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","daechungensis"
"ASV4137","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005",NA
"ASV4138","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus",NA
"ASV4139","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV4140","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus",NA
"ASV4141","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus",NA
"ASV4142","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV4143","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4144","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",NA
"ASV4145","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia","mesophila"
"ASV4146","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV4147","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","luteolum"
"ASV4148","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV4149","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASV4150","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Chroococcidiopsis_SAG_2023",NA
"ASV4151","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia",NA
"ASV4152","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"ASV4153",NA,NA,NA,NA,NA,NA,NA
"ASV4154","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV4155","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella","vaginalis"
"ASV4156","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",NA
"ASV4157","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"ASV4158","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",NA
"ASV4159","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella",NA
"ASV4160","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV4161","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Rubrivirga",NA
"ASV4162","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASV4163","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter",NA
"ASV4164","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4165","Bacteria","FBP",NA,NA,NA,NA,NA
"ASV4166","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus",NA
"ASV4167","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256",NA,NA,NA
"ASV4168","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV4169","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014",NA
"ASV4170","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","shahii"
"ASV4171","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",NA
"ASV4172","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV4173","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"ASV4174","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV4175","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora",NA
"ASV4176","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV4177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"ASV4178","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group",NA
"ASV4179","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"ASV4180","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24",NA,NA,NA
"ASV4181","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV4182","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4183","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"ASV4184","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella",NA
"ASV4185","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV4186","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Shimazuella",NA
"ASV4187","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae",NA,NA
"ASV4188","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV4189","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","anaerobius"
"ASV4190","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",NA
"ASV4191","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV4192","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV4193","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV4194","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASV4195","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1",NA
"ASV4196","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"ASV4197","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV4198","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV4199","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina",NA
"ASV4200","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",NA
"ASV4201","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASV4202","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lautropia",NA
"ASV4203","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV4204","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV4205","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"ASV4206","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio",NA
"ASV4207","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV4208","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM_18997",NA
"ASV4209","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3",NA,NA
"ASV4210","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA
"ASV4211","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"ASV4212","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella",NA
"ASV4213","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4214","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA
"ASV4215",NA,NA,NA,NA,NA,NA,NA
"ASV4216","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4217","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV4218","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",NA
"ASV4219","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010",NA
"ASV4220","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA
"ASV4221","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Allisonella",NA
"ASV4222","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter",NA
"ASV4223","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas","paravirosa"
"ASV4224","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","albidiflava"
"ASV4225","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Brachymonas",NA
"ASV4226","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Anaerofustis",NA
"ASV4227","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV4228","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4229","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA,NA
"ASV4230","Bacteria","Actinobacteria","0319-7L14",NA,NA,NA,NA
"ASV4231","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_UCG-001",NA
"ASV4232","Bacteria","FBP",NA,NA,NA,NA,NA
"ASV4233","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",NA
"ASV4234","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA
"ASV4235","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4236","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ASV4237","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lautropia",NA
"ASV4238","Eukaryota","Mucoromycota","Incertae_Sedis","Mucorales","Rhizopodaceae","Rhizopus",NA
"ASV4239","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,NA
"ASV4240","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV4241","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas",NA
"ASV4242","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius",NA
"ASV4243","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"ASV4244","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces",NA
"ASV4245","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus",NA
"ASV4246","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"ASV4247","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4248","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
"ASV4249","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV4250","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Sarcina",NA
"ASV4251","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","luteolum"
"ASV4252","Eukaryota","Mucoromycota","Incertae_Sedis","Mucorales","Choanephoraceae",NA,NA
"ASV4253","Eukaryota","Vertebrata","Mammalia",NA,NA,NA,NA
"ASV4254",NA,NA,NA,NA,NA,NA,NA
"ASV4255","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae",NA,NA
"ASV4256","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Gracilibacillus",NA
"ASV4257","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV4258","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV4259","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4260","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4261","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV4262","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASV4263","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA,NA
"ASV4264","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,NA
"ASV4265","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4266","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV4267","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",NA
"ASV4268","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003",NA
"ASV4269","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASV4270","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV4271","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"ASV4272","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV4273","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"ASV4274","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV4275","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV4276","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"ASV4277","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV4278","Bacteria","Tenericutes","Mollicutes","Haloplasmatales","Haloplasmataceae","Haloplasma",NA
"ASV4279","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",NA
"ASV4280","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium",NA
"ASV4281","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"ASV4282","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum",NA
"ASV4283","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group",NA
"ASV4284","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV4285","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia",NA
"ASV4286","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA,NA
"ASV4287","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"ASV4288","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV4289","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV4290","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA,NA
"ASV4291","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873",NA
"ASV4292","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA,NA
"ASV4293","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Nibribacter",NA
"ASV4294","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV4295","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella",NA
"ASV4296","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV4297","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV4298","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae",NA,NA
"ASV4299","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salinimicrobium",NA
"ASV4300","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV4301","Bacteria","Actinobacteria","Actinobacteria","Frankiales",NA,NA,NA
"ASV4302","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","stationis"
"ASV4303","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocorpusculum",NA
"ASV4304","Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA,NA
"ASV4305","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandaracinobacter",NA
"ASV4306","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","goldsteinii"
"ASV4307","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"ASV4308","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halococcaceae","Halococcus",NA
"ASV4309","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium",NA
"ASV4310","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"ASV4311","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"ASV4312","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus",NA
"ASV4313","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","vadinBE97",NA,NA
"ASV4314","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pseudoclavibacter","bifida"
"ASV4315","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV4316","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV4317","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",NA
"ASV4318","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV4319","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae",NA,NA
"ASV4320","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",NA
"ASV4321","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"ASV4322","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Fulvimonas",NA
"ASV4323","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales",NA,NA,NA
"ASV4324","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Belliella",NA
"ASV4325","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-001",NA
"ASV4326","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASV4327","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1",NA
"ASV4328","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV4329","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
"ASV4330","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV4331","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"ASV4332","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA
"ASV4333","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola",NA
"ASV4334","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Williamsia",NA
"ASV4335","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV4336","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"ASV4337","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Cystobacter",NA
"ASV4338","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV4339","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",NA
"ASV4340","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"ASV4341","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","pectinoschiza"
"ASV4342","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV4343","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum",NA
"ASV4344","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pseudocitrobacter",NA
"ASV4345","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalicoccus","pleomorphus"
"ASV4346","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","colihominis"
"ASV4347","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA,NA
"ASV4348","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV4349","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"ASV4350","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA
"ASV4351","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV4352","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA,NA
"ASV4353","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","bauzanensis"
"ASV4354","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV4355","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca",NA
"ASV4356","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_10",NA
